🧞‍♂	djinn, génie, homme
🧞‍♀	djinn, femme, génie
🧟‍♂	homme, mort-vivant, zombie
🧟‍♀	femme, morte-vivante, zombie
💆🏻	personne qui se fait masser : peau claire
💆🏼	massage, peau modérément claire, personne qui se fait masser, personne qui se fait masser : peau modérément claire, salon, visage
💆🏽	personne qui se fait masser : peau légèrement mate
💆🏾	massage, peau modérément foncée, personne qui se fait masser, personne qui se fait masser : peau modérément foncée, salon, visage
💆🏿	personne qui se fait masser : peau foncée
💆🏻‍♂	homme qui se fait masser : peau claire
💆🏼‍♂	homme, homme qui se fait masser, homme qui se fait masser : peau modérément claire, massage, peau modérément claire, visage
💆🏽‍♂	homme qui se fait masser : peau légèrement mate
💆🏾‍♂	homme, homme qui se fait masser, homme qui se fait masser : peau modérément foncée, massage, peau modérément foncée, visage
💆🏿‍♂	homme qui se fait masser : peau foncée
💆🏻‍♀	femme qui se fait masser : peau claire
💆🏼‍♀	femme, femme qui se fait masser, femme qui se fait masser : peau modérément claire, massage, peau modérément claire, visage
💆🏽‍♀	femme qui se fait masser : peau légèrement mate
💆🏾‍♀	femme, femme qui se fait masser, femme qui se fait masser : peau modérément foncée, massage, peau modérément foncée, visage
💆🏿‍♀	femme qui se fait masser : peau foncée
💇🏻	personne qui se fait couper les cheveux : peau claire
💇🏼	barbier, beauté, coiffure, peau modérément claire, personne qui se fait couper les cheveux, personne qui se fait couper les cheveux : peau modérément claire, salon
💇🏽	personne qui se fait couper les cheveux : peau légèrement mate
💇🏾	barbier, beauté, coiffure, peau modérément foncée, personne qui se fait couper les cheveux, personne qui se fait couper les cheveux : peau modérément foncée, salon
💇🏿	personne qui se fait couper les cheveux : peau foncée
💇‍♂	homme qui se fait couper les cheveux
💇🏻‍♂	homme qui se fait couper les cheveux, homme qui se fait couper les cheveux : peau claire, peau claire
💇🏼‍♂	homme qui se fait couper les cheveux, homme qui se fait couper les cheveux : peau modérément claire, peau modérément claire
💇🏽‍♂	homme qui se fait couper les cheveux, homme qui se fait couper les cheveux : peau légèrement mate, peau légèrement mate
💇🏾‍♂	homme qui se fait couper les cheveux, homme qui se fait couper les cheveux : peau modérément foncée, peau modérément foncée
💇🏿‍♂	homme qui se fait couper les cheveux, homme qui se fait couper les cheveux : peau foncée, peau foncée
💇‍♀	femme qui se fait couper les cheveux
💇🏻‍♀	femme qui se fait couper les cheveux, femme qui se fait couper les cheveux : peau claire, peau claire
💇🏼‍♀	femme qui se fait couper les cheveux, femme qui se fait couper les cheveux : peau modérément claire, peau modérément claire
💇🏽‍♀	femme qui se fait couper les cheveux, femme qui se fait couper les cheveux : peau légèrement mate, peau légèrement mate
💇🏾‍♀	femme qui se fait couper les cheveux, femme qui se fait couper les cheveux : peau modérément foncée, peau modérément foncée
💇🏿‍♀	femme qui se fait couper les cheveux, femme qui se fait couper les cheveux : peau foncée, peau foncée
🚶	personne qui marche, piéton, randonnée
🚶🏻	peau claire, personne qui marche, personne qui marche : peau claire, piéton, randonnée
🚶🏼	peau modérément claire, personne qui marche, personne qui marche : peau modérément claire, piéton, randonnée
🚶🏽	peau légèrement mate, personne qui marche, personne qui marche : peau légèrement mate, piéton, randonnée
🚶🏾	peau modérément foncée, personne qui marche, personne qui marche : peau modérément foncée, piéton, randonnée
🚶🏿	peau foncée, personne qui marche, personne qui marche : peau foncée, piéton, randonnée
🚶‍♂	homme, marche, piéton, randonnée
🚶🏻‍♂	homme, homme qui marche : peau claire, marche, peau claire, piéton, randonnée
🚶🏼‍♂	homme, homme qui marche : peau modérément claire, marche, peau modérément claire, piéton, randonnée
🚶🏽‍♂	homme, homme qui marche : peau légèrement mate, marche, peau légèrement mate, piéton, randonnée
🚶🏾‍♂	homme, homme qui marche : peau modérément foncée, marche, peau modérément foncée, piéton, randonnée
🚶🏿‍♂	homme, homme qui marche : peau foncée, marche, peau foncée, piéton, randonnée
🚶‍♀	femme, marche, piétonne, randonnée
🚶🏻‍♀	femme, femme qui marche : peau claire, marche, peau claire, piétonne, randonnée
🚶🏼‍♀	femme, femme qui marche : peau modérément claire, marche, peau modérément claire, piétonne, randonnée
🚶🏽‍♀	femme, femme qui marche : peau légèrement mate, marche, peau légèrement mate, piétonne, randonnée
🚶🏾‍♀	femme, femme qui marche : peau modérément foncée, marche, peau modérément foncée, piétonne, randonnée
🚶🏿‍♀	femme, femme qui marche : peau foncée, marche, peau foncée, piétonne, randonnée
🧍🏻	personne debout : peau claire
🧍🏼	debout, peau modérément claire, personne debout, personne debout : peau modérément claire
🧍🏽	personne debout : peau légèrement mate
🧍🏾	debout, peau modérément foncée, personne debout, personne debout : peau modérément foncée
🧍🏿	personne debout : peau foncée
🧍🏻‍♂	homme debout : peau claire
🧍🏼‍♂	debout, homme, homme debout : peau modérément claire, peau modérément claire
🧍🏽‍♂	homme debout : peau légèrement mate
🧍🏾‍♂	debout, homme, homme debout : peau modérément foncée, peau modérément foncée
🧍🏿‍♂	homme debout : peau foncée
🧍🏻‍♀	femme debout : peau claire
🧍🏼‍♀	debout, femme, femme debout : peau modérément claire, peau modérément claire
🧍🏽‍♀	femme debout : peau légèrement mate
🧍🏾‍♀	debout, femme, femme debout : peau modérément foncée, peau modérément foncée
🧍🏿‍♀	femme debout : peau foncée
🧎🏻	personne à genoux : peau claire
🧎🏼	peau modérément claire, personne à genoux, personne à genoux : peau modérément claire, à genoux
🧎🏽	personne à genoux : peau légèrement mate
🧎🏾	peau modérément foncée, personne à genoux, personne à genoux : peau modérément foncée, à genoux
🧎🏿	personne à genoux : peau foncée
🧎🏻‍♂	homme à genoux : peau claire
🧎🏼‍♂	homme, homme à genoux, homme à genoux : peau modérément claire, peau modérément claire, à genoux
🧎🏽‍♂	homme à genoux : peau légèrement mate
🧎🏾‍♂	homme, homme à genoux, homme à genoux : peau modérément foncée, peau modérément foncée, à genoux
🧎🏿‍♂	homme à genoux : peau foncée
🧎🏻‍♀	femme à genoux : peau claire
🧎🏼‍♀	femme, femme à genoux, femme à genoux : peau modérément claire, peau modérément claire, à genoux
🧎🏽‍♀	femme à genoux : peau légèrement mate
🧎🏾‍♀	femme, femme à genoux, femme à genoux : peau modérément foncée, peau modérément foncée, à genoux
🧎🏿‍♀	femme à genoux : peau foncée
👨🏻‍🦯	homme avec canne blanche : peau claire
👨🏼‍🦯	accessibilité, aveugle, déficient visuel, homme, homme avec canne blanche, homme avec canne blanche : peau modérément claire, malvoyant, peau modérément claire
👨🏽‍🦯	homme avec canne blanche : peau légèrement mate
👨🏾‍🦯	accessibilité, aveugle, déficient visuel, homme, homme avec canne blanche, homme avec canne blanche : peau modérément foncée, malvoyant, peau modérément foncée
👨🏿‍🦯	homme avec canne blanche : peau foncée
👩‍🦯	accessibilité, aveugle, déficiente visuelle, femme, malvoyante
👩🏻‍🦯	accessibilité, aveugle, déficiente visuelle, femme, femme avec canne blanche : peau claire, malvoyante, peau claire
👩🏼‍🦯	accessibilité, aveugle, déficiente visuelle, femme, femme avec canne blanche : peau modérément claire, malvoyante, peau modérément claire
👩🏽‍🦯	accessibilité, aveugle, déficiente visuelle, femme, femme avec canne blanche : peau légèrement mate, malvoyante, peau légèrement mate
👩🏾‍🦯	accessibilité, aveugle, déficiente visuelle, femme, femme avec canne blanche : peau modérément foncée, malvoyante, peau modérément foncée
👩🏿‍🦯	accessibilité, aveugle, déficiente visuelle, femme, femme avec canne blanche : peau foncée, malvoyante, peau foncée
👨🏻‍🦼	homme en fauteuil motorisé : peau claire
👨🏼‍🦼	accessibilité, fauteuil roulant, homme, homme en fauteuil motorisé, homme en fauteuil motorisé : peau modérément claire, peau modérément claire
👨🏽‍🦼	homme en fauteuil motorisé : peau légèrement mate
👨🏾‍🦼	accessibilité, fauteuil roulant, homme, homme en fauteuil motorisé, homme en fauteuil motorisé : peau modérément foncée, peau modérément foncée
👨🏿‍🦼	homme en fauteuil motorisé : peau foncée
👩🏻‍🦼	femme en fauteuil motorisé : peau claire
👩🏼‍🦼	accessibilité, fauteuil roulant, femme, femme en fauteuil motorisé, femme en fauteuil motorisé : peau modérément claire, peau modérément claire
👩🏽‍🦼	femme en fauteuil motorisé : peau légèrement mate
👩🏾‍🦼	accessibilité, fauteuil roulant, femme, femme en fauteuil motorisé, femme en fauteuil motorisé : peau modérément foncée, peau modérément foncée
👩🏿‍🦼	femme en fauteuil motorisé : peau foncée
👨🏻‍🦽	homme en fauteuil roulant manuel : peau claire
👨🏼‍🦽	accessibilité, fauteuil roulant, homme, homme en fauteuil roulant manuel, homme en fauteuil roulant manuel : peau modérément claire, peau modérément claire
👨🏽‍🦽	homme en fauteuil roulant manuel : peau légèrement mate
👨🏾‍🦽	accessibilité, fauteuil roulant, homme, homme en fauteuil roulant manuel, homme en fauteuil roulant manuel : peau modérément foncée, peau modérément foncée
👨🏿‍🦽	homme en fauteuil roulant manuel : peau foncée
👩🏻‍🦽	femme en fauteuil roulant manuel : peau claire
👩🏼‍🦽	accessibilité, fauteuil roulant, femme, femme en fauteuil roulant manuel, femme en fauteuil roulant manuel : peau modérément claire, peau modérément claire
👩🏽‍🦽	femme en fauteuil roulant manuel : peau légèrement mate
👩🏾‍🦽	accessibilité, fauteuil roulant, femme, femme en fauteuil roulant manuel, femme en fauteuil roulant manuel : peau modérément foncée, peau modérément foncée
👩🏿‍🦽	femme en fauteuil roulant manuel : peau foncée
🏃	personne qui court
🏃🏻	peau claire, personne qui court, personne qui court : peau claire
🏃🏼	peau modérément claire, personne qui court, personne qui court : peau modérément claire
🏃🏽	peau légèrement mate, personne qui court, personne qui court : peau légèrement mate
🏃🏾	peau modérément foncée, personne qui court, personne qui court : peau modérément foncée
🏃🏿	peau foncée, personne qui court, personne qui court : peau foncée
🏃‍♂	homme qui court
🏃🏻‍♂	homme qui court, homme qui court : peau claire, peau claire
🏃🏼‍♂	homme qui court, homme qui court : peau modérément claire, peau modérément claire
🏃🏽‍♂	homme qui court, homme qui court : peau légèrement mate, peau légèrement mate
🏃🏾‍♂	homme qui court, homme qui court : peau modérément foncée, peau modérément foncée
🏃🏿‍♂	homme qui court, homme qui court : peau foncée, peau foncée
🏃‍♀	femme qui court
🏃🏻‍♀	femme qui court, femme qui court : peau claire, peau claire
🏃🏼‍♀	femme qui court, femme qui court : peau modérément claire, peau modérément claire
🏃🏽‍♀	femme qui court, femme qui court : peau légèrement mate, peau légèrement mate
🏃🏾‍♀	femme qui court, femme qui court : peau modérément foncée, peau modérément foncée
🏃🏿‍♀	femme qui court, femme qui court : peau foncée, peau foncée
💃🏻	danseuse : peau claire
💃🏼	danse, danseuse, danseuse : peau modérément claire, femme, peau modérément claire
💃🏽	danseuse : peau légèrement mate
💃🏾	danse, danseuse, danseuse : peau modérément foncée, femme, peau modérément foncée
💃🏿	danseuse : peau foncée
🕺🏻	danseur : peau claire
🕺🏼	danse, danseur, danseur : peau modérément claire, homme, peau modérément claire
🕺🏽	danseur : peau légèrement mate
🕺🏾	danse, danseur, danseur : peau modérément foncée, homme, peau modérément foncée
🕺🏿	danseur : peau foncée
🕴️	affaires, complet, homme, lévitation
🕴🏻	affaires, complet, homme, homme d’affaires en lévitation : peau claire, lévitation, peau claire
🕴🏼	affaires, complet, homme, homme d’affaires en lévitation : peau modérément claire, lévitation, peau modérément claire
🕴🏽	affaires, complet, homme, homme d’affaires en lévitation : peau légèrement mate, lévitation, peau légèrement mate
🕴🏾	affaires, complet, homme, homme d’affaires en lévitation : peau modérément foncée, lévitation, peau modérément foncée
🕴🏿	affaires, complet, homme, homme d’affaires en lévitation : peau foncée, lévitation, peau foncée
👯	danseuse, femme, fille, oreilles, personnes qui portent des oreilles de lapin
👯‍♂	danseur, fête, homme, hommes qui portent des oreilles de lapin, oreilles de lapin
👯‍♀	danseuse, femme, femmes qui portent des oreilles de lapin, fête, oreilles de lapin
🧖	hammam, personne dans un bain de vapeur, sauna
🧖🏻	hammam, peau claire, personne dans un bain de vapeur, personne dans un bain de vapeur : peau claire, sauna
🧖🏼	hammam, peau modérément claire, personne dans un bain de vapeur, personne dans un bain de vapeur : peau modérément claire, sauna
🧖🏽	hammam, peau légèrement mate, personne dans un bain de vapeur, personne dans un bain de vapeur : peau légèrement mate, sauna
🧖🏾	hammam, peau modérément foncée, personne dans un bain de vapeur, personne dans un bain de vapeur : peau modérément foncée, sauna
🧖🏿	hammam, peau foncée, personne dans un bain de vapeur, personne dans un bain de vapeur : peau foncée, sauna
🧖‍♂	hammam, homme dans un bain de vapeur, sauna
🧖🏻‍♂	hammam, homme dans un bain de vapeur, homme dans un bain de vapeur : peau claire, peau claire, sauna
🧖🏼‍♂	hammam, homme dans un bain de vapeur, homme dans un bain de vapeur : peau modérément claire, peau modérément claire, sauna
🧖🏽‍♂	hammam, homme dans un bain de vapeur, homme dans un bain de vapeur : peau légèrement mate, peau légèrement mate, sauna
🧖🏾‍♂	hammam, homme dans un bain de vapeur, homme dans un bain de vapeur : peau modérément foncée, peau modérément foncée, sauna
🧖🏿‍♂	hammam, homme dans un bain de vapeur, homme dans un bain de vapeur : peau foncée, peau foncée, sauna
🧖‍♀	femme dans un bain de vapeur, hammam, sauna
🧖🏻‍♀	femme dans un bain de vapeur, femme dans un bain de vapeur : peau claire, hammam, peau claire, sauna
🧖🏼‍♀	femme dans un bain de vapeur, femme dans un bain de vapeur : peau modérément claire, hammam, peau modérément claire, sauna
🧖🏽‍♀	femme dans un bain de vapeur, femme dans un bain de vapeur : peau légèrement mate, hammam, peau légèrement mate, sauna
🧖🏾‍♀	femme dans un bain de vapeur, femme dans un bain de vapeur : peau modérément foncée, hammam, peau modérément foncée, sauna
🧖🏿‍♀	femme dans un bain de vapeur, femme dans un bain de vapeur : peau foncée, hammam, peau foncée, sauna
🧗🏻	personne qui grimpe : peau claire
🧗🏼	alpiniste, grimpeur, peau modérément claire, personne qui grimpe, personne qui grimpe : peau modérément claire
🧗🏽	personne qui grimpe : peau légèrement mate
🧗🏾	alpiniste, grimpeur, peau modérément foncée, personne qui grimpe, personne qui grimpe : peau modérément foncée
🧗🏿	personne qui grimpe : peau foncée
🧗🏻‍♂	homme qui grimpe : peau claire
🧗🏼‍♂	alpiniste, grimpeur, homme qui grimpe, homme qui grimpe : peau modérément claire, peau modérément claire
🧗🏽‍♂	homme qui grimpe : peau légèrement mate
🧗🏾‍♂	alpiniste, grimpeur, homme qui grimpe, homme qui grimpe : peau modérément foncée, peau modérément foncée
🧗🏿‍♂	homme qui grimpe : peau foncée
🧗🏻‍♀	femme qui grimpe : peau claire
🧗🏼‍♀	alpiniste, femme qui grimpe, femme qui grimpe : peau modérément claire, grimpeuse, peau modérément claire
🧗🏽‍♀	femme qui grimpe : peau légèrement mate
🧗🏾‍♀	alpiniste, femme qui grimpe, femme qui grimpe : peau modérément foncée, grimpeuse, peau modérément foncée
🧗🏿‍♀	femme qui grimpe : peau foncée
🤺	duel, escrime, escrimeur, personne, épée
🏇	chevaux, course, hippique, jockey
🏇🏻	chevaux, course, course hippique : peau claire, hippique, jockey, peau claire
🏇🏼	chevaux, course, course hippique : peau modérément claire, hippique, jockey, peau modérément claire
🏇🏽	chevaux, course, course hippique : peau légèrement mate, hippique, jockey, peau légèrement mate
🏇🏾	chevaux, course, course hippique : peau modérément foncée, hippique, jockey, peau modérément foncée
🏇🏿	chevaux, course, course hippique : peau foncée, hippique, jockey, peau foncée
⛷️	ski, skier, skieur, sport
🏂️	neige, planche de neige, planchiste, ski
🏂🏻	neige, peau claire, planche de neige, planchiste, planchiste : peau claire, ski
🏂🏼	neige, peau modérément claire, planche de neige, planchiste, planchiste : peau modérément claire, ski
🏂🏽	neige, peau légèrement mate, planche de neige, planchiste, planchiste : peau légèrement mate, ski
🏂🏾	neige, peau modérément foncée, planche de neige, planchiste, planchiste : peau modérément foncée, ski
🏂🏿	neige, peau foncée, planche de neige, planchiste, planchiste : peau foncée, ski
🏌🏻	joueur de golf : peau claire
🏌🏼	balle, golf, joueur de golf, joueur de golf : peau modérément claire, peau modérément claire
🏌🏽	joueur de golf : peau légèrement mate
🏌🏾	balle, golf, joueur de golf, joueur de golf : peau modérément foncée, peau modérément foncée
🏌🏿	joueur de golf : peau foncée
🏌🏻‍♂	golfeur : peau claire
🏌🏼‍♂	golf, golfeur, golfeur : peau modérément claire, homme, peau modérément claire
🏌🏽‍♂	golfeur : peau légèrement mate
🏌🏾‍♂	golf, golfeur, golfeur : peau modérément foncée, homme, peau modérément foncée
🏌🏿‍♂	golfeur : peau foncée
🏌🏻‍♀	golfeuse : peau claire
🏌🏼‍♀	femme, golf, golfeuse, golfeuse : peau modérément claire, peau modérément claire
🏌🏽‍♀	golfeuse : peau légèrement mate
🏌🏾‍♀	femme, golf, golfeuse, golfeuse : peau modérément foncée, peau modérément foncée
🏌🏿‍♀	golfeuse : peau foncée
🏄️	personne, personne qui fait du surf, surf
🏄🏻	peau claire, personne, personne qui fait du surf, personne qui fait du surf : peau claire, surf
🏄🏼	peau modérément claire, personne, personne qui fait du surf, personne qui fait du surf : peau modérément claire, surf
🏄🏽	peau légèrement mate, personne, personne qui fait du surf, personne qui fait du surf : peau légèrement mate, surf
🏄🏾	peau modérément foncée, personne, personne qui fait du surf, personne qui fait du surf : peau modérément foncée, surf
🏄🏿	peau foncée, personne, personne qui fait du surf, personne qui fait du surf : peau foncée, surf
🏄🏻‍♂	surfeur : peau claire
🏄🏼‍♂	homme, peau modérément claire, surf, surfeur, surfeur : peau modérément claire
🏄🏽‍♂	surfeur : peau légèrement mate
🏄🏾‍♂	homme, peau modérément foncée, surf, surfeur, surfeur : peau modérément foncée
🏄🏿‍♂	surfeur : peau foncée
🏄🏻‍♀	surfeuse : peau claire
🏄🏼‍♀	femme, peau modérément claire, surf, surfeuse, surfeuse : peau modérément claire
🏄🏽‍♀	surfeuse : peau légèrement mate
🏄🏾‍♀	femme, peau modérément foncée, surf, surfeuse, surfeuse : peau modérément foncée
🏄🏿‍♀	surfeuse : peau foncée
🚣	barque, bateau, personne, personne qui rame dans une barque, ramer
🚣🏻	barque, bateau, peau claire, personne, personne qui rame dans une barque, personne qui rame dans une barque : peau claire, ramer
🚣🏼	barque, bateau, peau modérément claire, personne, personne qui rame dans une barque, personne qui rame dans une barque : peau modérément claire, ramer
🚣🏽	barque, bateau, peau légèrement mate, personne, personne qui rame dans une barque, personne qui rame dans une barque : peau légèrement mate, ramer
🚣🏾	barque, bateau, peau modérément foncée, personne, personne qui rame dans une barque, personne qui rame dans une barque : peau modérément foncée, ramer
🚣🏿	barque, bateau, peau foncée, personne, personne qui rame dans une barque, personne qui rame dans une barque : peau foncée, ramer
🚣‍♂	barque, bateau, homme, rameur
🚣🏻‍♂	barque, bateau, homme, peau claire, rameur, rameur dans une barque : peau claire
🚣🏼‍♂	barque, bateau, homme, peau modérément claire, rameur, rameur dans une barque : peau modérément claire
🚣🏽‍♂	barque, bateau, homme, peau légèrement mate, rameur, rameur dans une barque : peau légèrement mate
🚣🏾‍♂	barque, bateau, homme, peau modérément foncée, rameur, rameur dans une barque : peau modérément foncée
🚣🏿‍♂	barque, bateau, homme, peau foncée, rameur, rameur dans une barque : peau foncée
🚣‍♀	barque, bateau, femme, rameuse
🚣🏻‍♀	barque, bateau, femme, peau claire, rameuse, rameuse dans une barque : peau claire
🚣🏼‍♀	barque, bateau, femme, peau modérément claire, rameuse, rameuse dans une barque : peau modérément claire
🚣🏽‍♀	barque, bateau, femme, peau légèrement mate, rameuse, rameuse dans une barque : peau légèrement mate
🚣🏾‍♀	barque, bateau, femme, peau modérément foncée, rameuse, rameuse dans une barque : peau modérément foncée
🚣🏿‍♀	barque, bateau, femme, peau foncée, rameuse, rameuse dans une barque : peau foncée
🏊️	nager, natation, personne qui nage
🏊🏻	nager, natation, peau claire, personne qui nage, personne qui nage : peau claire
🏊🏼	nager, natation, peau modérément claire, personne qui nage, personne qui nage : peau modérément claire
🏊🏽	nager, natation, peau légèrement mate, personne qui nage, personne qui nage : peau légèrement mate
🏊🏾	nager, natation, peau modérément foncée, personne qui nage, personne qui nage : peau modérément foncée
🏊🏿	nager, natation, peau foncée, personne qui nage, personne qui nage : peau foncée
🏊🏻‍♂	nageur : peau claire
🏊🏼‍♂	homme, nage, nageur, nageur : peau modérément claire, peau modérément claire
🏊🏽‍♂	nageur : peau légèrement mate
🏊🏾‍♂	homme, nage, nageur, nageur : peau modérément foncée, peau modérément foncée
🏊🏿‍♂	nageur : peau foncée
🏊🏻‍♀	nageuse : peau claire
🏊🏼‍♀	femme, nage, nageuse, nageuse : peau modérément claire, peau modérément claire
🏊🏽‍♀	nageuse : peau légèrement mate
🏊🏾‍♀	femme, nage, nageuse, nageuse : peau modérément foncée, peau modérément foncée
🏊🏿‍♀	nageuse : peau foncée
⛹️	ballon, personne qui fait rebondir un ballon, rebond, rebondir
⛹🏻	ballon, peau claire, personne qui fait rebondir un ballon, personne qui fait rebondir un ballon : peau claire, rebond, rebondir
⛹🏼	ballon, peau modérément claire, personne qui fait rebondir un ballon, personne qui fait rebondir un ballon : peau modérément claire, rebond, rebondir
⛹🏽	ballon, peau légèrement mate, personne qui fait rebondir un ballon, personne qui fait rebondir un ballon : peau légèrement mate, rebond, rebondir
⛹🏾	ballon, peau modérément foncée, personne qui fait rebondir un ballon, personne qui fait rebondir un ballon : peau modérément foncée, rebond, rebondir
⛹🏿	ballon, peau foncée, personne qui fait rebondir un ballon, personne qui fait rebondir un ballon : peau foncée, rebond, rebondir
⛹‍♂	ballon, homme, homme qui fait rebondir un ballon, rebond, rebondir
⛹🏻‍♂	ballon, homme, homme qui fait rebondir un ballon, homme qui fait rebondir un ballon : peau claire, peau claire, rebond, rebondir
⛹🏼‍♂	ballon, homme, homme qui fait rebondir un ballon, homme qui fait rebondir un ballon : peau modérément claire, peau modérément claire, rebond, rebondir
⛹🏽‍♂	ballon, homme, homme qui fait rebondir un ballon, homme qui fait rebondir un ballon : peau légèrement mate, peau légèrement mate, rebond, rebondir
⛹🏾‍♂	ballon, homme, homme qui fait rebondir un ballon, homme qui fait rebondir un ballon : peau modérément foncée, peau modérément foncée, rebond, rebondir
⛹🏿‍♂	ballon, homme, homme qui fait rebondir un ballon, homme qui fait rebondir un ballon : peau foncée, peau foncée, rebond, rebondir
⛹‍♀	ballon, femme, femme qui fait rebondir un ballon, rebond, rebondir
⛹🏻‍♀	ballon, femme, femme qui fait rebondir un ballon, femme qui fait rebondir un ballon : peau claire, peau claire, rebond, rebondir
⛹🏼‍♀	ballon, femme, femme qui fait rebondir un ballon, femme qui fait rebondir un ballon : peau modérément claire, peau modérément claire, rebond, rebondir
⛹🏽‍♀	ballon, femme, femme qui fait rebondir un ballon, femme qui fait rebondir un ballon : peau légèrement mate, peau légèrement mate, rebond, rebondir
⛹🏾‍♀	ballon, femme, femme qui fait rebondir un ballon, femme qui fait rebondir un ballon : peau modérément foncée, peau modérément foncée, rebond, rebondir
⛹🏿‍♀	ballon, femme, femme qui fait rebondir un ballon, femme qui fait rebondir un ballon : peau foncée, peau foncée, rebond, rebondir
🏋️	haltère, haltérophilie, lever, levée, poids
🏋🏻	haltère, haltérophile : peau claire, haltérophilie, lever, levée, peau claire, poids
🏋🏼	haltère, haltérophile : peau modérément claire, haltérophilie, lever, levée, peau modérément claire, poids
🏋🏽	haltère, haltérophile : peau légèrement mate, haltérophilie, lever, levée, peau légèrement mate, poids
🏋🏾	haltère, haltérophile : peau modérément foncée, haltérophilie, lever, levée, peau modérément foncée, poids
🏋🏿	haltère, haltérophile : peau foncée, haltérophilie, lever, levée, peau foncée, poids
🏋‍♂	haltère, haltérophile, homme, lever, levée, poids
🏋🏻‍♂	haltère, haltérophile, homme, homme haltérophile : peau claire, lever, levée, peau claire, poids
🏋🏼‍♂	haltère, haltérophile, homme, homme haltérophile : peau modérément claire, lever, levée, peau modérément claire, poids
🏋🏽‍♂	haltère, haltérophile, homme, homme haltérophile : peau légèrement mate, lever, levée, peau légèrement mate, poids
🏋🏾‍♂	haltère, haltérophile, homme, homme haltérophile : peau modérément foncée, lever, levée, peau modérément foncée, poids
🏋🏿‍♂	haltère, haltérophile, homme, homme haltérophile : peau foncée, lever, levée, peau foncée, poids
🏋‍♀	femme, haltère, haltérophile, lever, levée, poids
🏋🏻‍♀	femme, femme haltérophile : peau claire, haltère, haltérophile, lever, levée, peau claire, poids
🏋🏼‍♀	femme, femme haltérophile : peau modérément claire, haltère, haltérophile, lever, levée, peau modérément claire, poids
🏋🏽‍♀	femme, femme haltérophile : peau légèrement mate, haltère, haltérophile, lever, levée, peau légèrement mate, poids
🏋🏾‍♀	femme, femme haltérophile : peau modérément foncée, haltère, haltérophile, lever, levée, peau modérément foncée, poids
🏋🏿‍♀	femme, femme haltérophile : peau foncée, haltère, haltérophile, lever, levée, peau foncée, poids
🚴	bicyclette, cyclisme, faire du vélo, personne, vélo
🚴🏻	bicyclette, cyclisme, cycliste : peau claire, faire du vélo, peau claire, personne, vélo
🚴🏼	bicyclette, cyclisme, cycliste : peau modérément claire, faire du vélo, peau modérément claire, personne, vélo
🚴🏽	bicyclette, cyclisme, cycliste : peau légèrement mate, faire du vélo, peau légèrement mate, personne, vélo
🚴🏾	bicyclette, cyclisme, cycliste : peau modérément foncée, faire du vélo, peau modérément foncée, personne, vélo
🚴🏿	bicyclette, cyclisme, cycliste : peau foncée, faire du vélo, peau foncée, personne, vélo
🚴‍♂	bicyclette, cycliste, faire du vélo, homme, vélo
🚴🏻‍♂	bicyclette, cycliste, cycliste homme : peau claire, faire du vélo, homme, peau claire, vélo
🚴🏼‍♂	bicyclette, cycliste, cycliste homme : peau modérément claire, faire du vélo, homme, peau modérément claire, vélo
🚴🏽‍♂	bicyclette, cycliste, cycliste homme : peau légèrement mate, faire du vélo, homme, peau légèrement mate, vélo
🚴🏾‍♂	bicyclette, cycliste, cycliste homme : peau modérément foncée, faire du vélo, homme, peau modérément foncée, vélo
🚴🏿‍♂	bicyclette, cycliste, cycliste homme : peau foncée, faire du vélo, homme, peau foncée, vélo
🚴‍♀	bicyclette, cycliste, faire du vélo, femme, vélo
🚴🏻‍♀	bicyclette, cycliste, cycliste femme : peau claire, faire du vélo, femme, peau claire, vélo
🚴🏼‍♀	bicyclette, cycliste, cycliste femme : peau modérément claire, faire du vélo, femme, peau modérément claire, vélo
🚴🏽‍♀	bicyclette, cycliste, cycliste femme : peau légèrement mate, faire du vélo, femme, peau légèrement mate, vélo
🚴🏾‍♀	bicyclette, cycliste, cycliste femme : peau modérément foncée, faire du vélo, femme, peau modérément foncée, vélo
🚴🏿‍♀	bicyclette, cycliste, cycliste femme : peau foncée, faire du vélo, femme, peau foncée, vélo
🚵	cyclisme, montagne, personne en vélo de montagne, vélo
🚵🏻	cyclisme, montagne, peau claire, personne en vélo de montagne, personne en vélo de montagne : peau claire, vélo
🚵🏼	cyclisme, montagne, peau modérément claire, personne en vélo de montagne, personne en vélo de montagne : peau modérément claire, vélo
🚵🏽	cyclisme, montagne, peau légèrement mate, personne en vélo de montagne, personne en vélo de montagne : peau légèrement mate, vélo
🚵🏾	cyclisme, montagne, peau modérément foncée, personne en vélo de montagne, personne en vélo de montagne : peau modérément foncée, vélo
🚵🏿	cyclisme, montagne, peau foncée, personne en vélo de montagne, personne en vélo de montagne : peau foncée, vélo
🚵‍♂	cycliste, homme, homme en vélo de montagne, montagne, vélo, vététiste
🚵🏻‍♂	cycliste, homme, homme en vélo de montagne, homme en vélo de montagne : peau claire, montagne, peau claire, vélo, vététiste
🚵🏼‍♂	cycliste, homme, homme en vélo de montagne, homme en vélo de montagne : peau modérément claire, montagne, peau modérément claire, vélo, vététiste
🚵🏽‍♂	cycliste, homme, homme en vélo de montagne, homme en vélo de montagne : peau légèrement mate, montagne, peau légèrement mate, vélo, vététiste
